conflict_type_idx,sample_id,hidden_row,pair_label,pair_label_name,behavior_label,behavior_label_name,layer,tsne_x,tsne_y
1,1,0,2,org,1,direct_answer_no_conflict_ack,0,-19.984915,-26.390553
1,2,1,2,org,1,direct_answer_no_conflict_ack,0,-10.96514,-18.146675
1,3,2,1,new,1,direct_answer_no_conflict_ack,0,-13.515546,-28.547823
1,4,3,1,new,1,direct_answer_no_conflict_ack,0,-16.767653,-14.792305
1,5,4,2,org,1,direct_answer_no_conflict_ack,0,-27.92026,-2.3027303
1,6,5,1,new,1,direct_answer_no_conflict_ack,0,-16.624405,-19.437273
1,7,6,2,org,1,direct_answer_no_conflict_ack,0,-19.392307,-20.687798
1,8,7,1,new,1,direct_answer_no_conflict_ack,0,-26.137709,-6.0738297
1,9,8,1,new,1,direct_answer_no_conflict_ack,0,-29.706846,-11.828223
1,10,9,1,new,1,direct_answer_no_conflict_ack,0,-28.340734,1.6055267
1,11,10,1,new,-1,parse_failed,0,-23.617756,-14.508337
1,12,11,2,org,1,direct_answer_no_conflict_ack,0,-22.451267,-22.08943
1,13,12,2,org,1,direct_answer_no_conflict_ack,0,-27.420773,-16.833696
1,14,13,2,org,1,direct_answer_no_conflict_ack,0,-32.355556,-19.915333
1,15,14,2,org,1,direct_answer_no_conflict_ack,0,4.025423,-22.41079
1,16,15,2,org,1,direct_answer_no_conflict_ack,0,3.9442687,-25.926123
1,17,16,2,org,1,direct_answer_no_conflict_ack,0,-28.50102,-20.894815
1,18,17,2,org,1,direct_answer_no_conflict_ack,0,-24.794521,-25.831478
1,19,18,2,org,1,direct_answer_no_conflict_ack,0,-19.894632,-16.895123
1,20,19,2,org,1,direct_answer_no_conflict_ack,0,-15.962132,-23.062227
1,21,20,-1,neither,1,direct_answer_no_conflict_ack,0,-1.2048298,4.5777526
1,22,21,2,org,1,direct_answer_no_conflict_ack,0,-23.592247,6.1282625
1,23,22,2,org,1,direct_answer_no_conflict_ack,0,-8.750634,6.9302063
1,24,23,2,org,1,direct_answer_no_conflict_ack,0,-2.893239,8.004105
1,25,24,2,org,1,direct_answer_no_conflict_ack,0,4.883624,5.8840775
1,26,25,2,org,1,direct_answer_no_conflict_ack,0,7.2306056,-25.414728
1,27,26,1,new,1,direct_answer_no_conflict_ack,0,-17.717922,-1.1210397
1,28,27,2,org,1,direct_answer_no_conflict_ack,0,-0.1645526,-4.739194
1,29,28,2,org,1,direct_answer_no_conflict_ack,0,4.667917,-6.3656607
1,30,29,-1,neither,-1,parse_failed,0,-9.998587,-0.8811402
1,31,30,2,org,1,direct_answer_no_conflict_ack,0,11.320129,-25.446798
1,32,31,2,org,1,direct_answer_no_conflict_ack,0,-7.5173,4.2341833
1,33,32,1,new,1,direct_answer_no_conflict_ack,0,-1.7541566,-8.605544
1,34,33,-1,neither,-1,parse_failed,0,9.409675,0.63851124
1,35,34,-1,neither,-1,parse_failed,0,3.6667926,-1.797113
1,36,35,2,org,1,direct_answer_no_conflict_ack,0,-19.035294,4.9257417
1,37,36,1,new,1,direct_answer_no_conflict_ack,0,-8.960044,-11.459923
1,38,37,1,new,-1,parse_failed,0,0.63742965,-12.989921
1,39,38,1,new,1,direct_answer_no_conflict_ack,0,-14.209426,0.7190946
1,40,39,1,new,-1,parse_failed,0,-7.9599433,-8.124164
1,41,40,-1,neither,1,direct_answer_no_conflict_ack,0,27.68468,-9.754587
1,42,41,2,org,1,direct_answer_no_conflict_ack,0,34.840656,5.765033
1,43,42,1,new,1,direct_answer_no_conflict_ack,0,17.537619,-11.408281
1,44,43,2,org,1,direct_answer_no_conflict_ack,0,27.127699,-14.660499
1,45,44,2,org,1,direct_answer_no_conflict_ack,0,36.799133,-2.123963
1,46,45,2,org,1,direct_answer_no_conflict_ack,0,31.190065,-14.187003
1,47,46,2,org,1,direct_answer_no_conflict_ack,0,41.479927,2.9930596
1,48,47,2,org,1,direct_answer_no_conflict_ack,0,30.9356,0.4847368
1,49,48,2,org,1,direct_answer_no_conflict_ack,0,20.89197,-19.366543
1,50,49,2,org,1,direct_answer_no_conflict_ack,0,36.59377,3.6153305
1,51,50,2,org,1,direct_answer_no_conflict_ack,0,30.62419,-7.62118
1,52,51,2,org,1,direct_answer_no_conflict_ack,0,22.743893,-7.185614
1,53,52,2,org,1,direct_answer_no_conflict_ack,0,33.87803,-4.625913
1,54,53,2,org,1,direct_answer_no_conflict_ack,0,39.513958,-4.645727
1,55,54,1,new,-1,parse_failed,0,22.13177,-5.6925983
1,56,55,2,org,1,direct_answer_no_conflict_ack,0,37.458992,-0.74118876
1,57,56,1,new,1,direct_answer_no_conflict_ack,0,37.1541,-7.2507052
1,58,57,2,org,1,direct_answer_no_conflict_ack,0,33.43828,-10.389345
1,59,58,-1,neither,1,direct_answer_no_conflict_ack,0,17.641386,-16.725407
1,60,59,1,new,1,direct_answer_no_conflict_ack,0,40.53559,6.652977
1,61,60,2,org,1,direct_answer_no_conflict_ack,0,-24.753101,14.665012
1,62,61,2,org,1,direct_answer_no_conflict_ack,0,-14.60631,17.052746
1,63,62,2,org,1,direct_answer_no_conflict_ack,0,-5.0230002,29.125872
1,64,63,2,org,1,direct_answer_no_conflict_ack,0,-5.2617693,14.050247
1,65,64,2,org,1,direct_answer_no_conflict_ack,0,5.574191,17.859293
1,66,65,2,org,1,direct_answer_no_conflict_ack,0,-21.55682,17.748865
1,67,66,2,org,1,direct_answer_no_conflict_ack,0,-2.4451013,27.227308
1,68,67,2,org,1,direct_answer_no_conflict_ack,0,9.6507635,20.32936
1,69,68,2,org,1,direct_answer_no_conflict_ack,0,-11.108548,31.192806
1,70,69,1,new,-1,parse_failed,0,7.164159,15.212583
1,71,70,2,org,1,direct_answer_no_conflict_ack,0,-10.405873,25.402554
1,72,71,2,org,1,direct_answer_no_conflict_ack,0,-16.048653,25.85041
1,73,72,2,org,-1,parse_failed,0,8.263342,11.65142
1,74,73,2,org,1,direct_answer_no_conflict_ack,0,-20.01152,24.573
1,75,74,1,new,1,direct_answer_no_conflict_ack,0,-8.32526,16.640835
1,76,75,1,new,1,direct_answer_no_conflict_ack,0,-13.602853,21.700056
