model_id,layer,conflict_type_idx,n,hidden_dimension,rank,raw_topk_explained_ratio,residual_topk_explained_ratio,raw_singular_value_1,raw_singular_value_2,residual_singular_value_1,residual_singular_value_2,decision_coupling_overlap,decision_coupling_mean_angle_deg,decision_coupling_min_angle_deg
Qwen/Qwen3.5-4B,8,2,100,2560,2,0.318244901408147,0.3196726202326434,1.8937175034451899,0.9753022372080836,1.8708069665472271,0.9582963612984604,0.03630421855641204,80.91033115893997,74.63637766190716
Qwen/Qwen3.5-4B,8,3,100,2560,2,0.287124664790799,0.28683889199720997,2.000387655105584,1.0498471878492135,1.979900319546704,1.010306088424802,0.0595178581059073,76.85118713022585,71.50931770438315
Qwen/Qwen3.5-4B,8,4,100,2560,2,0.5225273781343996,0.5278501959360469,2.8341196005255855,1.7799350823887898,2.8196241611566517,1.7573669839151562,0.01864700564469459,82.6702319699815,79.83300285715092
Qwen/Qwen3.5-4B,8,5,100,2560,2,0.5505999746401067,0.5614852995319635,10.901564341433334,5.46617457996136,10.898150887334477,5.463837398675263,0.0007816233464878378,88.40911047778047,88.22018160545953
Qwen/Qwen3.5-4B,8,6,100,2560,2,0.31181132423303387,0.2734095137673063,3.2506358222073026,2.8249510786710386,3.1383120339546875,2.2094517336700656,0.27287123258458856,65.25005271702376,42.44150707504051
Qwen/Qwen3.5-4B,8,7,100,2560,2,0.25681705887818396,0.22685147412800355,2.128125555418254,1.4463749026141552,1.8781038665933,1.3858036788060557,0.16867463827774032,66.38707633242849,60.06693132895311
Qwen/Qwen3.5-4B,8,8,94,2560,2,0.20151463897991412,0.19182075977858826,1.316030624270155,0.976394996420555,1.261160411441957,0.9390966199841606,0.08648593854869974,73.63042506246741,68.37513336297683
Qwen/Qwen3.5-4B,8,9,70,2560,2,0.19776536863744182,0.20058565308573315,1.29653009516742,1.2680591838328212,1.286429934677506,1.260161972425337,0.016913535666106483,82.56339545640779,81.82241373695216
Qwen/Qwen3.5-4B,16,1,100,2560,2,0.24679404818351414,0.24914124654159225,4.619776480922878,3.8293932022292223,4.612548994851502,3.8097572970186366,0.007230374210289181,85.3493859458973,83.87142755078146
Qwen/Qwen3.5-4B,16,2,100,2560,2,0.29815141612333224,0.2958286067205781,5.807902050138374,5.435897967535745,5.590135785875471,5.395316527880228,0.049639869952165495,78.41378368875098,72.64057224913996
Qwen/Qwen3.5-4B,16,3,100,2560,2,0.45260883484679804,0.26971855102299286,11.49860359816524,3.6100197332741994,7.1082051549023335,3.5591087938228982,0.33453401850811115,58.06224515498674,37.42536932984384
Qwen/Qwen3.5-4B,16,4,100,2560,2,0.433532456332462,0.3652501601231859,10.994594795548055,8.63819791065992,8.790892471110642,7.377358907788074,0.3584157591159251,55.47710512145876,36.654598231423236
Qwen/Qwen3.5-4B,16,5,100,2560,2,0.33703776903496396,0.3392137816746785,19.007986593842464,16.889582501746418,18.549537252419448,16.133178595954547,0.11413696351562146,75.43264320593846,61.46700427777844
Qwen/Qwen3.5-4B,16,6,100,2560,2,0.2737732796536454,0.2649367349621903,10.283686951351385,7.466207944024204,10.078596655660798,6.89569670781981,0.0953970946859631,75.7399969481579,64.27373941685651
Qwen/Qwen3.5-4B,16,7,100,2560,2,0.4390388422217977,0.4430989085204601,13.601044872150956,7.692588437825041,13.583951280010485,7.452170459357508,0.035276389457821855,81.27324081964827,74.76478011431004
Qwen/Qwen3.5-4B,16,8,94,2560,2,0.21333127995741932,0.18887458619975891,4.960707860727145,3.7068000704972537,4.372353893191875,3.602301019771716,0.1538576105097383,68.43914432231105,59.201547277997136
Qwen/Qwen3.5-4B,16,9,70,2560,2,0.2524985720430387,0.25029008484329746,5.609479861632388,3.7551113690757463,5.543757827663396,3.5311283337401616,0.09784902473341976,73.2349930145389,65.6176450258434
Qwen/Qwen3.5-4B,24,1,100,2560,2,0.29465678972053744,0.28961443612374793,21.92545990462554,16.18485167691144,21.16831493466383,15.726136549381382,0.0891652584053944,74.71927463340029,66.01795054988226
Qwen/Qwen3.5-4B,24,2,100,2560,2,0.22945740371996018,0.2244668993742239,17.556845218584893,12.191807202125956,16.706373317269517,12.01918237409199,0.09508414038321261,72.40120807396202,68.55926615597284
Qwen/Qwen3.5-4B,24,3,100,2560,2,0.5087756497697873,0.26724285292837296,61.25903772194481,31.86719477057381,31.717413034924785,22.51191067077896,0.4851040114199444,47.713526188475996,11.89386722133288
Qwen/Qwen3.5-4B,24,4,100,2560,2,0.4025263423242031,0.24896892946453938,63.31237221386611,37.45742651657636,37.914237507509036,30.551095176525617,0.4833863143996255,47.93936580938207,12.40435098233426
Qwen/Qwen3.5-4B,24,5,100,2560,2,0.21724372281873175,0.19208973742053925,30.3185212701317,25.977906068330363,28.621685391977298,22.483885047159227,0.20666868877957412,64.413854193921,54.084211406485984
Qwen/Qwen3.5-4B,24,6,100,2560,2,0.4188113937394372,0.41655114862035175,56.74649643140552,37.31653537621635,56.738010970833756,32.848591042628655,0.15765578409258318,72.74286046372657,55.840966216785645
Qwen/Qwen3.5-4B,24,7,100,2560,2,0.3500328613167515,0.36022512687026076,54.035369060294094,34.06687528342997,53.66724393037128,33.94200800437349,0.012479497243823452,83.60294510285544,83.13315305066939
Qwen/Qwen3.5-4B,24,8,94,2560,2,0.3299430339612318,0.251256786978571,26.678884250728693,20.523878551988542,20.713700228587694,17.893130219081343,0.29641276194133404,60.104285936547726,42.115737627523785
Qwen/Qwen3.5-4B,24,9,70,2560,2,0.2206767683424232,0.20579859051500038,20.942445984626787,17.670122231653206,20.909536145932158,14.855502816245632,0.2163125649187383,67.85700455777399,49.07036575754448
Qwen/Qwen3.5-4B,31,1,100,2560,2,0.2522411823827204,0.25634652514219636,112.14527308962874,109.34049713534564,111.38250910191883,108.89748023597218,0.012110865176173945,84.92671905916913,81.14104957260528
Qwen/Qwen3.5-4B,31,2,100,2560,2,0.2509741064070155,0.2332438853907968,122.64579209738389,91.72506634612772,113.81300611144576,89.25272485159093,0.09970018364429875,72.71436880641767,65.95390660379063
Qwen/Qwen3.5-4B,31,3,100,2560,2,0.3707670766890319,0.2621440226964661,279.94752637582343,183.87460671597012,187.76032103694703,161.4066099841307,0.42000754605221624,55.716187303660746,23.69899330495152
Qwen/Qwen3.5-4B,31,4,100,2560,2,0.2737167774251325,0.18807179577474573,299.0103421569838,202.7768260845912,201.63935199278086,184.63985658198467,0.4041792236095224,54.93086307220402,27.09952698782768
Qwen/Qwen3.5-4B,31,5,100,2560,2,0.1603895551391232,0.1441670862988223,140.03851072071916,121.32429225659811,129.60652065034085,113.51474266956546,0.15726903052979516,68.98606785168809,57.65435229037721
Qwen/Qwen3.5-4B,31,6,100,2560,2,0.4520880627058327,0.4550556637676458,425.8565987295877,346.61557352971545,406.8001396218135,333.8751158876987,0.09257420788338025,76.73586166469907,64.53974717316073
Qwen/Qwen3.5-4B,31,7,100,2560,2,0.308592769703927,0.31379070696351075,323.7168583437213,200.09511646241353,322.49020842460163,198.53944575056525,0.01380268919583192,83.52518819484848,81.61182512837175
Qwen/Qwen3.5-4B,31,8,94,2560,2,0.2549333643105838,0.20335175084518142,148.63907927484212,101.2629906004719,118.40269549814188,97.58961987988225,0.22242794043226108,66.88749001270881,48.5689244334394
Qwen/Qwen3.5-4B,31,9,70,2560,2,0.25099842483253665,0.24047019681489645,153.68484085759394,113.75397933019522,146.88415913888701,109.03718687927218,0.0965738567074129,75.78384412834131,64.06720636545688
